product_id,location_id,stock,valid_day
5477,15,6,2019-12-16
884,8,4,2017-05-29
3359,31,3,2018-11-19
2154,33,1,2018-07-16
2914,49,5,2018-08-06
650,16,1,2017-04-24
2577,75,7,2018-05-21
5032,56,6,2019-10-14
5216,50,5,2019-06-10
4304,89,2,2020-07-27
398,16,2,2017-03-27
2289,77,6,2018-03-19
4382,22,12,2019-07-29
4561,28,8,2019-08-05
3379,51,2,2019-01-07
136,8,9,2017-01-02
5114,13,12,2019-04-29
3482,7,8,2018-11-05
1332,9,8,2017-09-04
1271,19,1,2017-09-04
4765,31,6,2019-09-09
1191,23,1,2017-08-28
3365,46,6,2018-11-26
5268,75,14,2019-06-24
4646,41,6,2019-09-09
3937,38,5,2019-02-18
1498,19,5,2017-10-16
4311,42,8,2019-06-10
515,20,2,2017-07-24
4165,15,3,2019-04-29
3482,19,1,2018-11-19
1882,4,3,2018-03-12
2937,48,9,2018-08-06
3536,35,6,2019-01-21
2000,56,4,2018-03-12
5127,12,1,2019-08-05
3614,60,1,2019-02-11
4218,7,15,2019-06-24
2716,30,8,2018-06-18
405,9,5,2017-04-10
3246,27,5,2018-10-01
5576,94,5,2019-12-30
85,45,6,2017-01-02
3186,3,6,2018-10-01
1638,1,5,2017-10-23
4135,10,3,2019-04-08
2003,22,12,2018-02-05
4590,22,2,2019-08-19
3240,76,7,2018-11-12
4961,46,2,2019-10-28
1113,32,4,2017-07-17
4744,107,6,2019-09-09
3360,81,2,2018-11-05
1020,66,4,2018-02-05
730,29,15,2017-05-01
4283,0,4,2019-07-08
5520,7,6,2019-11-18
2021,40,8,2018-01-29
3159,51,5,2019-01-07
2849,27,2,2018-09-03
1363,36,1,2017-10-02
4475,56,8,2019-08-26
333,37,5,2017-02-06
4615,42,1,2019-09-02
4909,29,1,2019-10-14
2709,85,4,2018-07-16
2919,13,8,2018-08-06
1046,4,10,2017-07-03
1166,46,11,2017-07-31
1923,18,2,2018-01-29
3237,53,8,2018-10-15
5569,15,6,2020-01-06
2530,6,4,2018-05-14
3449,7,14,2018-11-05
3204,68,6,2018-10-22
2464,20,14,2018-04-23
1083,47,10,2017-07-10
5215,2,10,2019-05-06
3845,25,1,2019-02-18
666,18,9,2017-04-17
5461,66,1,2021-01-25
3931,66,2,2019-03-04
1409,15,10,2017-09-11
4467,60,3,2019-08-05
4946,3,2,2019-10-21
4252,22,6,2019-06-10
2406,13,5,2018-05-28
4180,6,1,2019-04-08
2162,33,5,2018-02-26
2969,18,8,2018-08-20
2530,60,4,2018-05-14
268,41,5,2017-02-06
5347,22,9,2019-12-02
5018,88,8,2019-10-07
1991,19,5,2018-01-22
5389,88,6,2019-12-30
655,42,4,2017-05-08
3933,30,16,2019-06-03
2849,9,11,2018-07-23
4695,1,8,2019-09-02
4465,15,7,2019-07-15
1379,59,6,2017-09-04
5460,51,4,2019-12-09
1891,52,5,2018-01-01
3738,47,1,2019-02-11
694,40,6,2017-04-17
4267,53,3,2019-07-08
177,23,4,2017-01-23
4986,90,7,2019-10-07
2278,82,12,2018-03-26
273,4,3,2017-04-10
4744,75,5,2019-09-23
5412,93,2,2019-11-11
338,36,12,2017-03-27
5344,121,3,2019-11-11
636,24,7,2017-05-22
1410,43,8,2017-09-18
4432,99,3,2019-07-29
3952,83,8,2019-02-18
4771,40,2,2019-11-04
2369,69,8,2018-04-09
2005,53,5,2018-01-22
4300,86,8,2019-06-17
2479,21,4,2018-04-30
2994,6,2,2018-11-12
3123,17,8,2018-09-17
741,7,8,2017-04-17
552,13,1,2017-04-17
4219,101,4,2019-04-08
3930,52,1,2019-03-11
5397,83,5,2019-11-25
5007,72,5,2019-10-07
5436,125,5,2019-11-04
357,16,8,2017-02-13
5030,15,6,2019-10-14
5076,47,2,2019-10-21
1992,47,2,2018-02-05
5392,75,4,2019-11-04
2907,77,3,2018-09-17
606,2,8,2017-03-27
2316,12,3,2018-04-09
484,30,9,2017-04-03
4231,53,5,2019-04-08
4072,75,5,2019-03-11
1867,31,8,2018-01-15
2556,31,10,2018-05-14
2349,45,6,2018-04-23
4441,56,3,2019-07-22
4710,65,10,2019-09-02
5175,109,8,2019-04-29
5251,69,1,2019-06-03
3165,65,10,2018-09-17
2139,30,16,2018-02-19
2567,7,6,2018-05-14
395,16,1,2017-03-27
5111,26,2,2019-06-03
5426,28,9,2019-11-04
4181,6,7,2019-04-01
3162,2,3,2018-12-17
4713,13,5,2019-09-23
4062,40,2,2019-04-08
3879,36,8,2019-01-28
1141,1,8,2017-07-24
4198,43,1,2019-05-06
5361,15,9,2019-10-28
153,47,6,2017-01-16
5246,63,7,2019-06-17
4939,18,1,2019-10-21
4346,45,5,2019-06-17
3233,84,2,2018-11-05
4246,41,5,2019-06-24
3042,23,8,2018-08-27
927,46,11,2017-05-15
987,39,5,2017-06-05
522,43,6,2017-03-13
1366,53,8,2017-09-04
912,14,8,2017-05-15
121,0,2,2017-03-20
3370,60,8,2018-10-22
4774,51,2,2019-10-07
3898,36,2,2019-02-25
996,36,6,2017-06-19
5048,43,6,2019-10-14
1106,54,1,2017-10-30
1891,45,5,2017-12-25
4415,26,4,2019-08-05
4925,84,6,2019-09-30
5395,24,9,2019-11-04
1816,27,6,2017-12-04
4582,45,2,2019-08-19
3976,73,2,2019-05-06
4458,94,10,2019-07-15
4107,39,4,2019-03-18
3942,61,2,2019-03-04
1387,16,5,2017-09-11
3843,102,8,2019-02-25
5574,25,5,2020-01-06
5126,65,9,2019-06-03
5126,66,8,2019-06-17
4481,95,4,2020-07-27
2554,41,7,2018-05-28
1716,29,4,2017-12-11
4101,29,1,2019-03-25
1855,20,2,2018-01-15
3528,72,6,2018-11-26
1630,56,12,2017-11-06
4544,68,6,2019-07-29
5068,8,1,2019-11-04
5353,89,1,2019-11-11
3868,1,5,2019-01-28
4040,65,2,2019-03-25
2120,73,5,2018-03-19
4651,65,6,2019-09-02
2495,59,15,2018-05-28
61,60,1,2017-02-06
4379,69,6,2019-06-24
5186,13,5,2019-04-29
2159,3,4,2018-03-12
5554,87,8,2019-12-02
2322,28,1,2018-04-30
2786,41,3,2018-08-13
4135,33,3,2019-05-13
5309,47,2,2019-06-10
962,66,2,2017-08-21
4154,18,1,2019-04-22
2402,35,1,2018-04-30
351,27,5,2017-02-27
1850,46,9,2017-12-18
4221,8,3,2019-07-01
1149,22,8,2017-07-24
4246,62,2,2020-07-13
23,59,5,2016-12-05
3329,18,1,2018-10-22
5401,63,1,2019-12-09
2945,63,2,2018-08-20
329,63,8,2017-08-14
3079,52,8,2018-09-03
1181,8,2,2017-09-11
4019,52,9,2019-04-08
2442,14,13,2018-04-23
411,30,12,2017-05-01
1653,3,11,2017-10-16
5540,51,2,2020-01-06
2637,15,8,2018-05-28
5435,29,2,2019-12-02
916,20,6,2017-05-15
3330,5,10,2018-12-17
924,43,6,2017-05-15
982,60,8,2017-06-12
4938,93,2,2019-10-14
753,62,6,2017-04-24
5562,52,6,2019-12-09
539,5,1,2017-05-08
4741,82,2,2019-10-07
1677,48,9,2018-01-08
3371,3,8,2018-10-22
2238,8,6,2018-03-12
1185,66,3,2017-10-09
5114,94,2,2019-05-06
4241,39,2,2019-04-22
3007,84,4,2018-08-27
4131,29,2,2019-04-08
5345,117,8,2019-11-04
3053,17,6,2018-09-03
1438,73,2,2017-10-02
2225,15,5,2018-04-30
3541,20,8,2018-11-19
1041,36,3,2017-08-07
2696,86,3,2018-07-16
1686,43,8,2017-10-30
5117,65,8,2019-04-22
1635,52,3,2017-11-27
5125,57,4,2019-06-10
4324,73,5,2019-07-01
2651,73,10,2018-06-04
975,24,3,2017-06-26
4714,30,8,2019-09-02
4421,46,2,2020-01-13
1417,51,4,2017-10-30
5377,20,10,2019-11-11
306,10,3,2017-04-17
1877,2,2,2017-12-18
5395,26,1,2019-11-25
1569,11,6,2017-10-09
2567,31,1,2018-06-11
3939,94,5,2019-02-25
1914,1,2,2018-01-15
2062,68,2,2018-02-26
2275,30,18,2018-03-19
3385,12,3,2018-11-12
5244,43,2,2019-05-20
4788,99,6,2019-09-16
2651,10,12,2018-06-18
4590,36,2,2019-09-09
4370,104,5,2019-06-24
729,27,4,2017-04-17
3433,3,5,2018-12-03
1254,48,5,2017-09-04
1533,3,15,2018-01-22
1693,26,5,2017-11-20
3254,52,4,2019-01-21
2275,53,7,2018-04-16
2833,73,8,2018-07-23
1822,13,7,2018-02-05
961,56,10,2017-05-29
4662,48,4,2019-12-16
2991,64,10,2018-08-20
3058,32,8,2018-09-03
5553,43,2,2020-01-06
683,22,4,2017-05-15
4901,26,6,2019-09-30
2461,16,2,2018-06-25
5521,12,1,2021-01-11
4984,115,7,2019-11-11
603,39,5,2017-03-27
3383,64,8,2018-10-22
3688,47,4,2018-12-31
350,36,2,2017-04-10
1671,21,3,2017-10-30
402,41,16,2017-04-10
2881,17,2,2018-08-27
3221,36,1,2018-10-22
4304,89,10,2019-09-09
5533,62,3,2019-12-30
2303,41,2,2018-04-02
3511,13,14,2018-12-31
971,43,1,2017-06-12
707,19,7,2017-05-08
332,58,5,2017-02-06
3131,64,8,2018-09-17
3398,3,9,2018-11-19
2382,6,6,2018-04-16
4017,65,8,2019-03-18
248,18,4,2017-01-30
3816,83,7,2019-01-21
2942,82,8,2018-08-06
2021,40,3,2018-03-19
4053,48,5,2019-04-01
1191,13,11,2017-09-11
4705,89,5,2019-09-02
3512,30,13,2018-11-19
3407,73,8,2018-10-22
3962,51,8,2019-02-18
3618,56,2,2020-02-03
1795,65,5,2017-11-27
3929,110,5,2019-02-18
1488,17,5,2017-09-25
1673,68,2,2018-01-08
1217,0,2,2017-10-09
4335,14,3,2019-07-08
2100,36,10,2018-02-12
5000,22,6,2019-10-07
3976,95,4,2019-02-25
4346,93,12,2019-06-24
4579,110,8,2019-08-19
3039,43,5,2018-09-03
5061,77,2,2019-12-02
4761,82,1,2019-09-23
5452,86,8,2019-11-11
1612,51,2,2017-10-30
4734,18,2,2019-10-21
4680,106,2,2019-12-02
303,59,5,2017-02-06
1944,41,1,2018-03-19
4559,12,13,2019-07-29
3864,69,3,2019-02-11
4460,3,8,2019-07-15
4342,14,5,2019-07-22
3837,81,5,2019-01-28
558,49,6,2017-03-20
2657,51,10,2018-06-04
2996,90,6,2018-08-20
3962,117,5,2019-02-25
788,64,4,2017-04-24
2104,17,1,2018-03-26
58,16,2,2017-02-06
3592,1,13,2018-12-03
459,51,1,2017-04-10
522,21,5,2017-07-17
3133,47,7,2018-09-24
1395,8,9,2017-09-11
3945,14,2,2019-03-11
4698,59,5,2019-09-02
167,10,1,2017-03-27
4012,77,5,2019-03-11
5495,115,6,2019-11-18
230,36,8,2017-01-23
1246,72,7,2017-09-18
2291,26,4,2018-03-26
5355,13,7,2019-10-28
4981,69,9,2019-10-07
4424,63,4,2019-07-08
1273,56,2,2017-10-09
859,6,6,2017-06-05
1673,16,2,2017-11-13
4272,99,4,2019-07-01
2528,3,8,2018-05-07
4939,50,2,2019-11-25
1514,18,5,2017-09-25
978,5,5,2017-05-29
1673,15,27,2017-12-18
4958,83,7,2019-09-30
3314,19,3,2018-11-05
1209,1,1,2018-01-22
1714,36,9,2017-11-20
4902,100,1,2019-10-14
5027,64,7,2020-01-13
5132,57,2,2019-06-24
5520,79,5,2019-11-18
3087,79,5,2018-09-03
1571,31,1,2017-11-13
4441,7,2,2019-08-05
5453,21,3,2019-12-02
4395,19,7,2019-07-08
2267,13,2,2018-04-23
5492,84,6,2019-11-18
4307,66,4,2019-06-10
3863,4,4,2019-02-11
3202,75,4,2019-01-07
2466,18,8,2018-06-11
3105,49,8,2018-09-10
5159,51,2,2020-07-06
2069,64,1,2018-04-09
1155,24,6,2017-07-31
3201,47,8,2018-09-10
4972,35,8,2019-11-18
237,7,1,2017-04-03
2772,84,1,2018-07-30
2001,28,2,2018-02-26
813,54,7,2017-05-01
2826,15,7,2019-01-07
2741,41,11,2018-06-25
3052,42,5,2018-10-01
4132,46,6,2019-06-17
4299,94,8,2019-06-10
2279,60,3,2018-04-16
1168,59,5,2017-07-31
5132,84,5,2019-04-22
757,29,4,2017-06-05
2683,60,4,2018-07-16
4578,45,1,2019-09-02
4994,89,5,2019-10-07
3517,80,10,2018-11-19
4547,64,3,2019-08-12
2046,28,5,2018-01-29
3397,39,10,2018-10-29
2289,20,3,2018-04-02
2585,2,4,2018-07-02
3348,42,11,2018-10-15
4578,2,3,2019-09-09
1347,69,9,2017-09-04
3398,53,2,2018-11-19
5196,38,7,2019-06-17
5148,63,6,2019-04-22
1267,47,20,2017-08-21
4132,66,2,2019-04-01
5489,88,3,2019-12-09
87,48,5,2017-02-13
4731,81,8,2019-09-09
4091,110,7,2019-03-18
2170,13,1,2018-04-09
4397,59,2,2019-07-15
5468,53,9,2019-11-11
936,9,10,2017-05-15
2612,41,4,2018-05-21
2519,64,1,2018-05-21
1672,51,1,2017-11-20
5384,57,4,2019-11-04
3406,16,8,2018-10-29
1502,6,6,2017-09-25
174,12,15,2017-01-16
4610,67,2,2021-07-12
3535,33,5,2018-11-26
4371,80,2,2019-06-24
3612,18,3,2019-01-28
5354,12,2,2019-11-18
5289,5,3,2019-06-03
3103,33,5,2018-09-17
3126,85,5,2018-09-10
4758,69,2,2019-09-23
1619,23,8,2017-11-20
4561,76,8,2019-08-05
3375,80,2,2018-12-03
969,46,8,2017-06-26
753,0,4,2017-05-01
4459,16,3,2019-08-05
881,61,4,2017-05-15
5099,12,18,2019-06-03
1532,12,8,2017-10-02
1243,29,10,2017-08-21
2480,42,5,2018-06-25
71,26,1,2017-01-30
4822,41,1,2019-11-04
2312,69,12,2018-04-02
759,25,6,2017-04-24
84,65,1,2017-02-20
1498,40,5,2017-10-02
1641,28,3,2017-10-09
1265,69,6,2017-09-11
5088,22,2,2019-05-20
2466,10,6,2018-05-21
1115,13,6,2017-09-04
2723,48,5,2018-06-18
1577,20,6,2017-10-16
258,47,3,2017-03-27
4982,2,6,2019-10-21
4043,41,6,2019-03-04
4635,102,2,2019-09-09
4722,21,2,2019-09-16
3617,69,8,2018-12-10
2210,31,5,2018-03-05
2986,25,5,2018-08-20
1268,38,10,2017-08-21
2478,85,9,2018-04-30
682,41,2,2017-05-08
2594,36,11,2018-07-09
4587,7,10,2019-09-23
4753,94,3,2019-09-23
4946,29,2,2019-10-21
1222,49,8,2017-08-14
223,24,2,2017-03-20
641,64,6,2017-05-01
2774,15,1,2018-07-23
4796,12,3,2019-09-30
856,4,14,2017-06-26
944,31,3,2017-07-31
200,1,3,2017-04-03
1692,29,24,2017-12-11
1732,63,8,2017-11-13
3052,45,2,2018-10-15
5009,59,7,2019-10-07
4668,1,1,2019-09-02
4898,69,12,2019-10-28
3202,16,8,2018-09-24
1902,40,2,2018-01-01
4874,9,2,2019-09-30
3681,49,1,2018-12-31
4477,33,4,2019-08-26
1234,43,5,2017-09-04
4997,32,5,2019-10-14
4906,31,2,2019-10-14
3324,46,3,2018-11-19
4356,56,7,2019-07-22
1977,31,3,2018-03-19
5207,30,3,2019-06-03
5327,30,10,2019-05-27
2492,36,7,2018-05-28
700,1,1,2017-04-17
1208,49,5,2017-08-14
5130,27,3,2019-06-03
4427,87,8,2019-07-01
979,49,8,2017-05-29
135,24,1,2017-03-13
4951,43,6,2019-10-07
4675,31,8,2019-08-26
4999,66,1,2019-11-04
3162,29,8,2018-09-17
2192,59,6,2018-03-19
2990,39,6,2018-09-17
5093,22,24,2019-06-17
3503,38,5,2018-11-12
3172,18,1,2018-10-08
4559,103,8,2019-08-05
4412,38,2,2019-07-15
4585,69,7,2019-09-16
5219,5,8,2019-05-06
932,46,6,2017-05-15
4845,69,2,2019-11-04
904,9,8,2017-05-15
2797,72,8,2018-07-16
3429,73,2,2018-12-03
1177,17,5,2017-07-31
1401,7,4,2017-10-23
3495,13,8,2018-11-12
2775,13,2,2018-07-16
2311,64,8,2018-04-02
805,19,1,2017-05-15
2280,40,4,2018-04-16
5480,69,8,2019-11-18
4858,72,4,2019-11-04
2568,5,3,2018-06-18
3476,31,3,2018-12-10
2381,48,1,2018-05-14
645,15,27,2017-05-29
3018,7,6,2018-08-27
883,9,2,2017-05-22
4408,69,2,2019-07-15
2109,55,1,2018-03-12
4599,12,2,2019-09-09
2949,31,1,2018-08-27
5078,54,3,2019-11-11
3319,73,1,2018-11-26
4366,12,3,2019-06-24
4461,2,2,2019-08-05
5195,89,6,2019-06-24
3697,41,5,2019-01-07
713,26,10,2017-04-10
2663,72,2,2018-07-16
4852,2,6,2019-10-21
2632,22,10,2018-05-28
4020,80,13,2019-03-04
3439,16,8,2018-11-05
2952,60,1,2018-12-17
2770,66,6,2018-07-09
4533,46,2,2019-08-26
4720,100,7,2019-09-02
30,36,21,2017-01-30
4211,29,3,2019-05-06
4804,51,6,2019-09-16
2461,21,3,2018-05-07
2911,6,1,2018-09-24
1305,46,2,2017-09-11
1071,51,2,2017-09-18
5476,7,6,2019-12-09
5050,32,5,2019-10-14
825,16,2,2017-06-12
4853,75,3,2019-10-14
3270,18,7,2018-11-05
5168,1,8,2019-04-29
221,13,2,2017-04-24
1478,61,3,2018-01-15
3601,84,8,2018-12-03
5080,49,3,2019-10-28
2337,64,4,2018-04-16
2492,59,3,2018-05-14
5218,57,4,2019-07-01
3360,18,11,2018-10-22
4321,69,4,2019-06-24
2731,90,2,2018-07-16
2945,66,13,2018-08-13
1451,10,11,2017-09-18
2264,2,5,2018-04-09
2248,9,2,2018-07-09
4826,59,5,2019-09-16
1620,6,2,2017-10-30
936,30,2,2017-07-17
4143,47,11,2019-03-25
442,62,4,2017-06-26
4374,82,3,2019-06-24
504,6,3,2017-04-17
879,17,6,2017-05-08
2627,77,3,2018-05-28
5453,115,6,2019-12-02
1965,35,1,2018-01-29
2100,10,3,2018-04-23
3095,29,5,2018-09-17
5382,93,11,2019-11-04
5274,86,4,2019-05-13
3316,5,1,2018-11-12
1529,9,4,2017-11-27
4646,18,2,2019-09-16
4292,0,4,2019-07-22
1401,16,8,2017-10-02
4724,25,1,2019-12-02
2551,7,11,2018-05-14
4272,75,5,2019-06-10
1505,15,3,2017-10-23
2087,31,4,2018-02-19
2454,57,6,2018-06-04
4281,28,8,2019-06-10
4075,14,10,2019-04-01
4487,12,2,2019-07-29
4758,12,1,2019-09-23
