product_id,location_id,price,date_of_sale
3,18,91.2,2016-12-05
3,12,66.1,2016-12-05
37,10,84.0,2016-12-05
11,26,65.7,2016-12-05
15,46,53.0,2016-12-05
15,19,22.5,2016-12-05
17,46,13.2,2016-12-05
7,20,17.6,2016-12-05
2,12,2.6,2016-12-05
4,9,24.6,2016-12-05
16,3,48.9,2016-12-05
12,0,27.6,2016-12-05
9,26,10.6,2016-12-05
6,30,63.1,2016-12-05
6,62,38.7,2016-12-05
6,2,20.1,2016-12-05
6,12,44.3,2016-12-05
9,46,72.6,2016-12-05
16,12,27.6,2016-12-05
6,49,13.3,2016-12-05
9,37,61.9,2016-12-05
16,10,88.3,2016-12-05
6,19,77.4,2016-12-05
6,48,65.0,2016-12-05
6,43,48.8,2016-12-05
16,16,4.0,2016-12-05
6,28,81.2,2016-12-05
6,56,26.0,2016-12-05
9,36,45.2,2016-12-05
10,8,16.5,2016-12-05
12,18,5.8,2016-12-05
10,46,74.7,2016-12-05
12,12,20.6,2016-12-05
12,2,91.7,2016-12-05
12,30,23.1,2016-12-05
10,10,23.5,2016-12-05
12,48,3.8,2016-12-05
12,43,27.3,2016-12-05
12,6,93.1,2016-12-05
12,3,33.0,2016-12-05
6,13,96.2,2016-12-05
12,22,88.3,2016-12-05
12,47,61.7,2016-12-05
12,38,22.5,2016-12-05
12,20,76.5,2016-12-05
9,20,7.1,2016-12-05
12,61,13.5,2016-12-05
12,26,83.0,2016-12-05
10,19,8.9,2016-12-05
12,46,62.5,2016-12-05
12,1,39.0,2016-12-05
6,22,79.3,2016-12-05
6,3,42.5,2016-12-05
31,10,86.4,2016-12-05
6,46,89.9,2016-12-05
6,18,33.6,2016-12-05
1,20,40.0,2016-12-05
6,45,65.0,2016-12-05
1,24,51.3,2016-12-05
1,3,85.3,2016-12-05
2,30,56.9,2016-12-05
16,19,41.5,2016-12-05
1,48,92.0,2016-12-05
13,19,93.1,2016-12-05
13,30,90.6,2016-12-05
22,20,53.5,2016-12-05
2,54,72.5,2016-12-05
4,19,76.0,2016-12-05
2,2,95.3,2016-12-05
5,8,52.6,2016-12-05
16,6,72.7,2016-12-05
6,26,35.0,2016-12-05
6,36,27.3,2016-12-05
8,24,80.8,2016-12-05
1,36,59.1,2016-12-05
6,24,83.8,2016-12-05
6,51,92.8,2016-12-05
6,1,56.2,2016-12-05
6,47,29.1,2016-12-05
6,38,90.5,2016-12-05
6,32,4.1,2016-12-05
6,35,28.0,2016-12-05
6,27,61.1,2016-12-05
58,8,88.6,2016-12-12
8,18,50.2,2016-12-12
5,43,47.1,2016-12-12
11,10,29.2,2016-12-12
55,36,85.9,2016-12-12
53,30,60.5,2016-12-12
9,10,33.4,2016-12-12
12,10,58.0,2016-12-12
5,18,72.9,2016-12-12
24,20,57.0,2016-12-12
35,10,73.8,2016-12-12
55,20,54.9,2016-12-12
55,3,65.7,2016-12-12
11,46,30.2,2016-12-12
53,13,75.8,2016-12-12
9,0,97.0,2016-12-12
35,19,98.3,2016-12-12
55,10,76.8,2016-12-12
56,10,71.5,2016-12-12
1,43,2.6,2016-12-12
55,14,29.7,2016-12-12
5,19,49.9,2016-12-12
36,19,4.0,2016-12-12
2,4,23.0,2016-12-12
48,5,78.2,2016-12-12
28,16,78.0,2016-12-12
6,65,66.1,2016-12-12
2,3,68.1,2016-12-12
29,3,62.1,2016-12-12
56,13,33.2,2016-12-12
16,57,30.8,2016-12-12
6,20,33.7,2016-12-12
16,64,73.4,2016-12-12
44,19,8.5,2016-12-12
45,19,30.7,2016-12-12
56,51,29.6,2016-12-12
45,20,70.5,2016-12-12
29,12,58.6,2016-12-12
2,56,30.2,2016-12-12
2,20,34.2,2016-12-12
4,20,32.3,2016-12-12
36,22,9.4,2016-12-12
8,20,69.5,2016-12-12
4,36,35.2,2016-12-12
4,46,1.7,2016-12-12
6,10,37.5,2016-12-12
2,48,36.3,2016-12-12
48,48,77.8,2016-12-12
2,65,54.7,2016-12-12
16,20,2.4,2016-12-12
21,20,23.6,2016-12-12
6,0,37.2,2016-12-12
12,42,82.8,2016-12-12
6,41,1.3,2016-12-12
21,46,48.2,2016-12-12
61,26,20.6,2016-12-12
13,20,89.5,2016-12-12
10,57,38.5,2016-12-12
8,5,34.0,2016-12-12
48,12,81.4,2016-12-12
8,48,50.0,2016-12-12
53,24,22.0,2016-12-19
55,18,78.2,2016-12-19
55,47,10.6,2016-12-19
61,46,10.4,2016-12-19
61,36,56.7,2016-12-19
44,36,54.4,2016-12-19
31,56,23.8,2016-12-19
44,57,56.3,2016-12-19
53,19,67.0,2016-12-19
61,19,57.6,2016-12-19
53,12,33.3,2016-12-19
16,48,36.8,2016-12-19
4,13,46.3,2016-12-19
4,48,45.2,2016-12-19
21,19,46.7,2016-12-19
61,8,61.9,2016-12-19
56,8,27.8,2016-12-19
52,63,90.8,2016-12-19
56,46,27.3,2016-12-19
56,30,99.4,2016-12-19
56,12,19.2,2016-12-19
52,19,94.0,2016-12-19
56,31,5.3,2016-12-19
56,19,98.7,2016-12-19
56,60,53.9,2016-12-19
52,12,49.7,2016-12-19
56,16,43.3,2016-12-19
52,54,2.5,2016-12-19
10,63,62.2,2016-12-19
27,10,63.5,2016-12-19
8,19,66.0,2016-12-19
51,8,28.8,2016-12-19
56,43,66.7,2016-12-19
68,19,28.7,2016-12-19
56,5,93.9,2016-12-19
69,36,83.0,2016-12-19
56,18,76.7,2016-12-19
58,19,63.6,2016-12-19
58,49,32.5,2016-12-19
58,16,43.4,2016-12-19
68,46,18.5,2016-12-19
55,24,50.4,2016-12-19
52,8,61.9,2016-12-19
52,18,96.2,2016-12-19
52,46,97.3,2016-12-19
56,47,20.8,2016-12-19
18,64,47.8,2016-12-19
46,65,86.9,2016-12-19
52,16,10.7,2016-12-19
52,3,14.5,2016-12-19
68,36,99.9,2016-12-19
58,63,50.4,2016-12-19
58,46,68.1,2016-12-19
55,5,54.0,2016-12-19
61,2,66.7,2016-12-26
68,20,34.3,2016-12-26
61,9,26.0,2016-12-26
60,47,70.6,2016-12-26
55,19,15.5,2016-12-26
55,48,19.3,2016-12-26
68,3,5.0,2016-12-26
56,56,19.9,2016-12-26
6,37,20.0,2016-12-26
56,3,69.0,2016-12-26
56,6,29.8,2016-12-26
2,37,94.9,2016-12-26
52,65,49.2,2016-12-26
56,65,98.2,2016-12-26
58,66,73.8,2016-12-26
58,39,98.7,2016-12-26
58,56,11.0,2016-12-26
55,59,95.8,2016-12-26
52,9,32.4,2016-12-26
19,13,25.0,2016-12-26
56,22,89.2,2016-12-26
56,45,85.5,2016-12-26
68,2,70.8,2016-12-26
56,20,75.0,2016-12-26
52,57,40.6,2016-12-26
52,37,67.2,2016-12-26
56,41,39.7,2016-12-26
58,22,86.7,2016-12-26
68,12,63.0,2016-12-26
68,31,75.7,2017-01-02
73,3,82.5,2017-01-02
73,57,75.5,2017-01-02
73,32,38.7,2017-01-02
62,36,49.3,2017-01-02
73,45,8.1,2017-01-02
73,12,93.7,2017-01-02
73,41,81.4,2017-01-02
52,45,64.3,2017-01-02
72,5,7.9,2017-01-02
73,5,11.7,2017-01-02
73,4,81.7,2017-01-02
73,6,19.2,2017-01-02
73,65,28.4,2017-01-02
73,8,1.4,2017-01-02
56,48,93.2,2017-01-02
67,12,22.7,2017-01-02
87,20,59.2,2017-01-09
94,18,93.2,2017-01-09
94,46,91.7,2017-01-09
87,46,26.7,2017-01-09
87,4,48.3,2017-01-09
87,59,18.6,2017-01-09
94,36,30.4,2017-01-09
94,20,48.4,2017-01-09
75,54,37.3,2017-01-09
94,1,79.1,2017-01-09
94,48,77.3,2017-01-09
94,9,1.6,2017-01-09
94,6,16.3,2017-01-09
94,13,10.7,2017-01-09
87,12,29.8,2017-01-09
87,47,7.1,2017-01-09
128,20,58.2,2017-01-09
128,19,91.5,2017-01-09
112,36,13.3,2017-01-09
113,22,22.0,2017-01-09
84,22,18.3,2017-01-09
84,9,54.0,2017-01-09
84,48,19.2,2017-01-09
107,10,96.4,2017-01-09
107,66,26.1,2017-01-09
16,24,64.5,2017-01-09
107,9,6.0,2017-01-09
107,47,18.3,2017-01-09
75,37,99.7,2017-01-09
82,12,79.9,2017-01-09
82,16,99.8,2017-01-09
99,10,69.2,2017-01-09
82,32,46.3,2017-01-09
95,47,32.4,2017-01-09
100,41,19.0,2017-01-09
75,9,30.7,2017-01-09
87,56,49.2,2017-01-09
73,43,28.4,2017-01-09
74,47,20.6,2017-01-09
75,18,67.4,2017-01-09
117,10,46.5,2017-01-09
74,22,77.6,2017-01-09
74,16,91.9,2017-01-09
74,56,81.5,2017-01-09
74,28,36.2,2017-01-09
74,3,88.8,2017-01-09
74,6,59.3,2017-01-09
74,43,40.9,2017-01-09
74,48,43.9,2017-01-09
74,19,39.4,2017-01-09
74,31,21.5,2017-01-09
74,49,81.6,2017-01-09
74,10,8.0,2017-01-09
74,54,7.7,2017-01-09
74,36,85.5,2017-01-09
87,16,64.4,2017-01-09
75,46,3.3,2017-01-09
74,0,42.9,2017-01-09
87,6,41.6,2017-01-09
75,43,98.6,2017-01-09
81,12,43.9,2017-01-09
76,12,4.8,2017-01-09
76,56,47.5,2017-01-09
76,16,25.2,2017-01-09
76,57,43.8,2017-01-09
87,48,69.6,2017-01-09
87,60,94.3,2017-01-09
87,19,24.5,2017-01-09
87,49,21.1,2017-01-09
56,21,67.2,2017-01-09
74,37,85.5,2017-01-09
74,8,20.9,2017-01-09
74,4,2.8,2017-01-09
73,19,89.2,2017-01-09
73,48,28.5,2017-01-09
74,18,13.0,2017-01-09
81,10,91.4,2017-01-09
107,36,26.1,2017-01-09
81,14,41.7,2017-01-09
111,31,42.5,2017-01-09
111,19,58.0,2017-01-09
102,56,76.8,2017-01-09
83,20,6.2,2017-01-09
102,36,90.6,2017-01-09
83,47,60.8,2017-01-09
83,22,87.6,2017-01-09
73,46,66.2,2017-01-09
104,54,14.5,2017-01-09
118,36,5.9,2017-01-09
116,43,27.6,2017-01-09
127,39,47.9,2017-01-09
73,40,2.8,2017-01-09
73,52,36.0,2017-01-09
83,10,12.2,2017-01-09
80,19,78.3,2017-01-09
104,47,65.0,2017-01-09
73,16,3.6,2017-01-09
116,12,43.8,2017-01-09
72,36,74.4,2017-01-09
75,59,12.9,2017-01-09
86,47,17.6,2017-01-09
81,36,81.9,2017-01-09
81,35,55.1,2017-01-09
81,18,88.3,2017-01-09
137,47,35.8,2017-01-16
75,10,14.0,2017-01-16
87,36,33.6,2017-01-16
87,42,72.7,2017-01-16
141,47,33.8,2017-01-16
75,19,26.6,2017-01-16
84,0,77.4,2017-01-16
114,37,71.7,2017-01-16
84,12,56.8,2017-01-16
137,9,81.6,2017-01-16
146,65,97.6,2017-01-16
87,8,22.6,2017-01-16
137,20,37.3,2017-01-16
94,30,54.9,2017-01-16
137,46,1.1,2017-01-16
91,47,77.2,2017-01-16
74,46,40.7,2017-01-16
137,21,56.4,2017-01-16
91,20,24.0,2017-01-16
94,5,8.5,2017-01-16
94,16,60.9,2017-01-16
142,19,32.8,2017-01-16
94,47,87.1,2017-01-16
104,10,84.3,2017-01-16
94,40,89.5,2017-01-16
94,35,18.5,2017-01-16
73,49,60.4,2017-01-16
146,16,11.6,2017-01-16
106,1,55.0,2017-01-16
81,19,90.8,2017-01-16
140,12,99.1,2017-01-16
139,12,61.7,2017-01-16
149,3,25.2,2017-01-16
87,30,57.0,2017-01-16
149,5,70.6,2017-01-16
52,59,48.6,2017-01-16
75,42,44.6,2017-01-16
135,3,42.3,2017-01-16
97,19,24.2,2017-01-16
135,19,10.5,2017-01-16
83,43,83.8,2017-01-16
149,46,79.0,2017-01-16
135,2,17.5,2017-01-16
149,30,52.9,2017-01-16
155,19,72.1,2017-01-16
141,20,61.3,2017-01-16
73,26,70.9,2017-01-16
76,8,26.9,2017-01-16
76,22,9.0,2017-01-16
75,16,98.2,2017-01-16
146,39,95.6,2017-01-16
102,48,16.0,2017-01-16
90,8,87.2,2017-01-16
90,36,51.9,2017-01-16
90,1,54.7,2017-01-16
140,46,91.5,2017-01-16
95,46,24.1,2017-01-16
83,36,4.0,2017-01-16
139,8,75.6,2017-01-16
140,49,32.4,2017-01-16
126,12,17.5,2017-01-16
132,46,16.5,2017-01-16
142,48,18.1,2017-01-16
132,36,6.6,2017-01-16
107,3,75.4,2017-01-16
72,46,60.6,2017-01-16
146,2,60.3,2017-01-16
74,40,83.3,2017-01-16
134,56,80.3,2017-01-16
117,22,22.6,2017-01-16
115,9,16.8,2017-01-16
115,12,52.0,2017-01-16
107,12,50.5,2017-01-16
107,30,87.9,2017-01-16
117,47,47.6,2017-01-16
74,5,9.5,2017-01-16
143,49,54.0,2017-01-16
134,47,92.5,2017-01-16
104,0,38.2,2017-01-16
146,3,18.8,2017-01-16
146,8,86.7,2017-01-16
146,36,23.9,2017-01-16
117,36,29.1,2017-01-16
146,35,95.6,2017-01-16
75,4,44.2,2017-01-16
132,22,45.2,2017-01-16
74,12,8.9,2017-01-16
74,2,98.8,2017-01-16
104,19,10.7,2017-01-16
132,3,7.7,2017-01-16
74,30,34.3,2017-01-16
107,5,35.1,2017-01-16
117,19,98.5,2017-01-16
74,41,61.9,2017-01-16
74,13,75.1,2017-01-16
129,47,67.7,2017-01-16
133,20,7.4,2017-01-16
133,56,25.5,2017-01-16
74,20,6.8,2017-01-16
74,38,40.8,2017-01-16
117,12,20.4,2017-01-16
133,19,24.2,2017-01-16
138,2,87.1,2017-01-16
126,8,77.0,2017-01-16
133,12,14.7,2017-01-16
146,12,87.9,2017-01-16
74,45,18.7,2017-01-16
134,2,81.6,2017-01-16
73,13,59.3,2017-01-16
73,37,38.0,2017-01-16
138,56,92.7,2017-01-16
107,46,65.2,2017-01-16
138,3,75.1,2017-01-16
153,39,76.9,2017-01-16
82,10,79.6,2017-01-16
138,14,50.2,2017-01-16
56,28,16.0,2017-01-16
82,1,98.6,2017-01-16
138,12,78.5,2017-01-16
134,12,86.9,2017-01-16
73,47,32.2,2017-01-23
195,39,39.1,2017-01-23
195,3,4.3,2017-01-23
195,22,42.2,2017-01-23
174,20,83.6,2017-01-23
73,22,97.2,2017-01-23
89,19,44.3,2017-01-23
146,10,86.4,2017-01-23
146,5,31.0,2017-01-23
152,3,31.1,2017-01-23
195,48,24.8,2017-01-23
146,49,72.1,2017-01-23
132,38,94.2,2017-01-23
174,46,68.7,2017-01-23
174,36,11.7,2017-01-23
143,54,9.5,2017-01-23
174,3,54.0,2017-01-23
195,36,24.7,2017-01-23
195,20,44.4,2017-01-23
181,22,54.3,2017-01-23
165,18,1.9,2017-01-23
181,3,84.2,2017-01-23
134,3,58.3,2017-01-23
181,19,22.2,2017-01-23
134,16,87.7,2017-01-23
134,52,51.7,2017-01-23
134,36,63.8,2017-01-23
193,1,39.7,2017-01-23
193,56,97.5,2017-01-23
174,19,93.9,2017-01-23
165,32,5.3,2017-01-23
146,57,7.9,2017-01-23
198,46,76.4,2017-01-23
198,36,2.3,2017-01-23
198,40,65.6,2017-01-23
198,20,97.5,2017-01-23
198,51,89.9,2017-01-23
198,3,57.8,2017-01-23
198,19,59.7,2017-01-23
198,12,14.0,2017-01-23
198,30,49.1,2017-01-23
184,12,32.0,2017-01-23
184,22,2.9,2017-01-23
198,4,26.6,2017-01-23
195,51,85.7,2017-01-23
134,19,1.3,2017-01-23
200,0,57.3,2017-01-23
149,13,89.1,2017-01-23
75,47,91.3,2017-01-23
195,40,22.9,2017-01-23
171,48,23.9,2017-01-23
169,20,97.5,2017-01-23
75,28,79.9,2017-01-23
126,30,5.5,2017-01-23
181,8,1.4,2017-01-23
181,26,28.7,2017-01-23
169,46,14.9,2017-01-23
171,3,24.7,2017-01-23
165,10,58.8,2017-01-23
171,20,62.9,2017-01-23
171,46,59.2,2017-01-23
150,19,76.2,2017-01-23
73,63,11.0,2017-01-23
159,12,33.7,2017-01-23
159,19,61.8,2017-01-23
181,45,62.0,2017-01-23
159,20,6.3,2017-01-23
159,36,87.4,2017-01-23
159,46,3.4,2017-01-23
200,19,14.6,2017-01-23
200,5,35.0,2017-01-23
175,30,65.8,2017-01-23
181,36,7.0,2017-01-23
163,3,26.9,2017-01-23
171,30,85.4,2017-01-23
164,19,45.7,2017-01-23
148,47,19.5,2017-01-23
163,12,91.8,2017-01-23
163,8,62.9,2017-01-23
97,36,74.3,2017-01-23
177,31,54.9,2017-01-23
177,19,70.8,2017-01-23
177,3,53.8,2017-01-23
177,1,10.8,2017-01-23
164,12,80.8,2017-01-23
177,26,82.9,2017-01-23
183,12,43.6,2017-01-23
183,65,81.7,2017-01-23
183,19,55.0,2017-01-23
183,48,10.2,2017-01-23
183,22,29.9,2017-01-23
183,45,14.4,2017-01-23
183,20,21.4,2017-01-23
183,8,10.6,2017-01-23
107,31,22.3,2017-01-23
183,54,12.0,2017-01-23
107,18,3.2,2017-01-23
138,20,98.9,2017-01-23
179,3,38.2,2017-01-23
188,22,7.6,2017-01-23
190,3,32.0,2017-01-23
166,19,33.6,2017-01-23
153,20,56.5,2017-01-23
153,46,53.4,2017-01-23
166,16,91.9,2017-01-23
166,45,79.2,2017-01-23
166,40,26.6,2017-01-23
166,8,94.1,2017-01-23
11,20,16.5,2017-01-23
196,30,33.9,2017-01-23
188,20,88.7,2017-01-23
188,32,24.8,2017-01-23
102,42,93.5,2017-01-23
102,47,56.7,2017-01-23
102,30,36.6,2017-01-23
179,19,66.5,2017-01-23
83,64,5.5,2017-01-23
121,36,91.6,2017-01-23
215,12,34.6,2017-01-23
196,5,22.6,2017-01-23
107,0,64.6,2017-01-23
128,18,84.8,2017-01-23
82,20,39.3,2017-01-23
156,54,22.6,2017-01-23
156,48,46.7,2017-01-23
94,59,62.0,2017-01-23
94,19,22.6,2017-01-23
94,2,44.1,2017-01-23
174,8,16.4,2017-01-23
178,20,51.5,2017-01-23
95,32,59.0,2017-01-23
52,52,8.0,2017-01-23
178,19,20.6,2017-01-23
203,32,68.5,2017-01-23
203,51,46.5,2017-01-23
203,56,91.8,2017-01-23
203,43,29.0,2017-01-23
135,12,3.9,2017-01-23
135,56,13.3,2017-01-23
135,38,55.6,2017-01-23
87,2,8.5,2017-01-23
172,36,78.0,2017-01-23
74,26,76.0,2017-01-23
117,62,55.4,2017-01-23
74,42,35.4,2017-01-23
74,1,91.4,2017-01-23
207,36,65.6,2017-01-23
207,19,26.0,2017-01-23
87,38,81.4,2017-01-23
95,48,29.3,2017-01-23
95,12,31.3,2017-01-23
82,8,4.3,2017-01-23
207,30,40.0,2017-01-23
174,18,66.2,2017-01-30
262,36,74.5,2017-01-30
188,3,83.9,2017-01-30
146,19,19.8,2017-01-30
232,36,44.2,2017-01-30
234,36,59.0,2017-01-30
186,63,24.2,2017-01-30
219,2,8.0,2017-01-30
118,61,77.1,2017-01-30
188,40,16.3,2017-01-30
188,36,86.4,2017-01-30
107,48,82.1,2017-01-30
188,8,10.9,2017-01-30
143,24,47.2,2017-01-30
220,36,40.0,2017-01-30
181,63,59.0,2017-01-30
102,2,16.6,2017-01-30
102,54,16.5,2017-01-30
259,36,47.3,2017-01-30
75,22,53.3,2017-01-30
120,36,13.5,2017-01-30
219,62,78.8,2017-01-30
200,18,45.7,2017-01-30
102,63,82.7,2017-01-30
219,22,89.0,2017-01-30
219,61,10.2,2017-01-30
107,56,73.4,2017-01-30
220,6,85.8,2017-01-30
220,19,29.4,2017-01-30
220,30,60.9,2017-01-30
219,37,87.3,2017-01-30
219,8,62.1,2017-01-30
219,36,68.8,2017-01-30
179,10,96.2,2017-01-30
117,42,46.9,2017-01-30
219,40,56.0,2017-01-30
166,54,69.7,2017-01-30
209,3,89.9,2017-01-30
219,43,85.8,2017-01-30
270,36,3.6,2017-01-30
174,48,14.7,2017-01-30
146,30,82.9,2017-01-30
166,5,24.3,2017-01-30
166,56,41.4,2017-01-30
230,36,63.2,2017-01-30
219,39,38.3,2017-01-30
219,10,59.4,2017-01-30
107,32,79.5,2017-01-30
166,1,59.6,2017-01-30
179,43,51.2,2017-01-30
220,0,46.0,2017-01-30
56,4,15.2,2017-01-30
183,0,78.9,2017-01-30
183,46,52.2,2017-01-30
219,54,64.1,2017-01-30
163,20,63.7,2017-01-30
163,26,28.7,2017-01-30
244,36,17.4,2017-01-30
144,12,1.9,2017-01-30
94,39,39.5,2017-01-30
171,19,77.5,2017-01-30
94,42,74.9,2017-01-30
159,30,37.7,2017-01-30
184,48,78.9,2017-01-30
171,43,69.9,2017-01-30
177,48,20.2,2017-01-30
219,9,69.3,2017-01-30
146,52,94.9,2017-01-30
174,54,44.2,2017-01-30
177,52,14.4,2017-01-30
177,45,17.7,2017-01-30
220,42,75.7,2017-01-30
159,48,49.2,2017-01-30
177,21,39.2,2017-01-30
183,30,93.8,2017-01-30
183,47,68.2,2017-01-30
249,36,49.9,2017-01-30
146,13,28.3,2017-01-30
258,36,69.8,2017-01-30
179,1,33.8,2017-01-30
219,30,42.5,2017-01-30
181,40,61.3,2017-01-30
240,36,97.6,2017-01-30
124,36,32.9,2017-01-30
226,36,19.3,2017-01-30
253,36,44.3,2017-01-30
183,36,18.1,2017-01-30
241,36,69.8,2017-01-30
181,56,72.4,2017-01-30
183,40,94.1,2017-01-30
231,36,52.4,2017-01-30
247,36,12.9,2017-01-30
184,46,48.6,2017-01-30
87,26,41.4,2017-01-30
181,10,69.5,2017-01-30
181,54,85.8,2017-01-30
175,41,44.4,2017-01-30
175,36,56.3,2017-01-30
175,52,47.2,2017-01-30
175,54,53.1,2017-01-30
233,36,57.7,2017-01-30
200,22,52.4,2017-01-30
146,9,93.3,2017-01-30
120,42,47.9,2017-01-30
218,6,18.1,2017-01-30
223,36,2.0,2017-01-30
188,12,75.6,2017-01-30
220,51,72.7,2017-01-30
263,36,73.6,2017-01-30
174,0,16.6,2017-01-30
149,24,47.1,2017-01-30
73,21,42.5,2017-01-30
150,47,37.3,2017-01-30
134,5,19.2,2017-01-30
137,24,68.9,2017-01-30
137,48,28.1,2017-01-30
239,36,89.7,2017-01-30
137,2,80.1,2017-01-30
73,59,54.3,2017-01-30
139,30,1.1,2017-01-30
73,36,15.7,2017-01-30
267,36,60.6,2017-01-30
245,36,28.3,2017-01-30
153,19,42.3,2017-01-30
153,12,13.0,2017-01-30
203,12,81.6,2017-01-30
193,20,86.6,2017-01-30
73,35,3.7,2017-01-30
213,3,37.1,2017-01-30
193,19,7.8,2017-01-30
237,36,71.9,2017-01-30
73,20,32.3,2017-01-30
132,9,76.2,2017-01-30
134,49,60.6,2017-01-30
61,12,59.7,2017-01-30
91,54,9.8,2017-01-30
134,64,5.7,2017-01-30
203,65,46.9,2017-01-30
203,30,44.8,2017-01-30
172,32,37.6,2017-01-30
138,30,65.4,2017-01-30
138,8,37.1,2017-01-30
135,10,84.8,2017-01-30
221,3,70.9,2017-01-30
215,19,38.0,2017-01-30
203,3,67.8,2017-01-30
215,6,82.7,2017-01-30
203,16,49.8,2017-01-30
215,3,11.4,2017-01-30
203,22,95.7,2017-01-30
203,36,52.2,2017-01-30
168,12,53.1,2017-01-30
172,43,8.6,2017-01-30
134,1,99.6,2017-01-30
172,65,37.6,2017-01-30
255,36,74.6,2017-01-30
168,19,40.1,2017-01-30
91,19,65.3,2017-01-30
115,3,92.7,2017-01-30
132,19,5.5,2017-01-30
134,10,60.0,2017-01-30
203,10,55.1,2017-01-30
192,19,63.2,2017-01-30
277,36,16.9,2017-01-30
195,30,47.2,2017-01-30
195,19,28.5,2017-01-30
126,0,15.0,2017-01-30
195,41,98.7,2017-01-30
154,56,16.9,2017-01-30
121,62,31.1,2017-01-30
82,42,87.3,2017-01-30
206,12,76.7,2017-01-30
261,36,35.5,2017-01-30
252,36,60.9,2017-01-30
198,37,71.0,2017-01-30
82,47,99.0,2017-01-30
121,30,10.4,2017-01-30
194,2,7.7,2017-01-30
194,52,38.9,2017-01-30
134,30,6.1,2017-01-30
152,19,37.2,2017-01-30
273,36,28.5,2017-01-30
104,48,25.3,2017-01-30
275,36,16.7,2017-01-30
73,30,98.7,2017-01-30
111,54,4.1,2017-01-30
268,36,20.1,2017-01-30
111,55,44.4,2017-01-30
154,30,9.9,2017-01-30
73,54,91.8,2017-01-30
235,36,45.2,2017-01-30
73,56,3.9,2017-01-30
297,45,47.6,2017-02-06
136,36,84.8,2017-02-06
315,47,8.5,2017-02-06
315,37,43.5,2017-02-06
231,41,64.8,2017-02-06
297,47,30.5,2017-02-06
252,49,6.9,2017-02-06
231,46,74.5,2017-02-06
304,36,75.9,2017-02-06
191,2,5.5,2017-02-06
117,4,45.1,2017-02-06
231,20,65.6,2017-02-06
295,47,41.5,2017-02-06
231,56,9.6,2017-02-06
231,48,38.4,2017-02-06
231,19,87.0,2017-02-06
295,36,41.6,2017-02-06
241,21,50.9,2017-02-06
303,30,44.7,2017-02-06
295,19,36.2,2017-02-06
73,39,92.0,2017-02-06
52,1,79.5,2017-02-06
73,31,99.5,2017-02-06
252,37,47.4,2017-02-06
275,13,55.2,2017-02-06
162,2,85.4,2017-02-06
218,30,48.7,2017-02-06
218,2,23.8,2017-02-06
180,36,11.6,2017-02-06
180,1,33.8,2017-02-06
180,43,27.4,2017-02-06
243,18,80.8,2017-02-06
287,36,29.2,2017-02-06
218,1,16.0,2017-02-06
243,51,15.8,2017-02-06
275,12,91.4,2017-02-06
73,14,83.6,2017-02-06
218,40,91.0,2017-02-06
243,2,49.7,2017-02-06
277,19,85.6,2017-02-06
277,35,69.4,2017-02-06
243,30,18.5,2017-02-06
252,10,35.0,2017-02-06
277,8,36.8,2017-02-06
